tweet_id,class,error[Truncated axis],error[Dual axis],error[Value as area/volume],error[Inverted axis],error[Uneven binning],error[Unclear encoding],error[Inappropriate encoding],error[Cherry-picking],error[Setting an arbitrary threshold],error[Causal inference],error[Issues with data validity],error[Failure to account for statistical nuance],error[Misrepresentation of scientific studies],error[Incorrect reading of chart]
1264193835271434241,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1264221909148975113,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1264224112311844864,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1264265253078081551,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1264266460706160640,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1264288765373296640,positive,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1264592009219715072,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1264737278535974912,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1264739238844694530,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1265303906965491713,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1265430731741896704,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1265686704146522113,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1265726148970938368,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1265897783644565505,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1266004113055272965,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1266939962085302274,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1266997843421589505,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1267119544146984960,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1267212104131461121,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1267375894257184770,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1267423828931739648,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1267475395798056965,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1267509567350587399,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1267579020704530432,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1267742788550111235,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1267752441317134338,positive,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1267798744898187264,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1268137855408357382,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268571080656146432,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1268606060094525441,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1268617228468891648,positive,False,False,False,False,False,False,False,False,True,True,False,False,False,False
1268720306316816384,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1268756704910434310,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268812299445374981,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268873966829142018,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1268892384890322949,positive,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1268896599037575168,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1268945837318692865,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268946960955965442,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268953068529496065,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1268968202568183808,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269019607903416328,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1269041862897070080,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1269119840708521984,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269128535161147392,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269131967615897603,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1269154554970505216,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269194207706652672,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1269195857032818688,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269200004419219456,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1287836404035321856,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1287856248088666112,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1287871668363259904,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288002706632663040,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288003756722987010,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288018897036288001,positive,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1288083910581194755,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1288087058351759371,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1288164037625368576,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288174345504792577,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1288271414072500225,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288347352395202560,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288352867300945920,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288373759863390208,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288478999061188608,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1288495224780656641,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1288507391361908736,positive,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1288651141463584768,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288659275104030720,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288715975072743426,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288718981994512384,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1288720371810615297,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288821466700619777,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288882768579985408,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1288884597594480641,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1288910510788939776,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1288913037085343747,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1288962999902859265,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1289199855093420032,positive,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1289201737148985344,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1289205843922227200,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1289218813788065794,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1289313009928531968,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1289322073815277568,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1289328024253378561,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1289414596546007041,positive,False,False,False,False,False,False,False,True,True,True,True,False,False,False
1289450791820906497,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1289476571036659712,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1289534709421051904,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1289536768774086662,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1289703858479005696,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1289792632676261888,positive,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1289813179451744257,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1289848486377058304,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1289988029235384321,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1289994765564428288,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290062903538720769,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290075951750090755,positive,False,False,False,False,False,False,False,True,True,True,True,False,False,False
1290101631451766786,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1290105713033801728,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290146999296303105,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1290266109631897601,positive,False,False,False,False,False,False,False,True,True,True,True,False,False,False
1290307962137915392,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1290308273355100161,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1290316216192696321,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1290330201222594560,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1290361850215960576,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290390543395106816,positive,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1290407427100139522,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1290500206396612608,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1290559478472081408,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1290586558320517122,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290673007506096130,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1290798344080633857,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1290812888798695426,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1291033654039322624,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1291184239342493698,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1291275091158822914,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1291399556224221186,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1291462045741854721,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1291518908961157120,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1291555155192750081,positive,True,True,False,False,False,False,False,True,False,True,False,False,False,True
1291585992659546112,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1291699606129127424,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1291738513403187200,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1291743230304890880,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1291743569800237060,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1291849206949277697,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1291849555009404928,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1291851512814043137,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1292154480834772992,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1292184023259844608,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1292208070647599104,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1292302141671927808,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1292336296875053056,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1292352626491826177,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1292529534466588673,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1292677811359174657,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1292700435153788929,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1292704610097025024,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1292733564564336640,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1292744244436729862,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1292817270100627459,positive,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1292835996237803520,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1293036678593077255,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293075757200289792,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1293188554575642629,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1293238929047552002,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293259135014903809,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293307802882957312,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1293333991509155841,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293434818324201472,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293748202416545794,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293762710904033280,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1293782666123202561,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293785622625353728,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1293904635606966272,positive,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1293913734197346304,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1293978086468452352,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1294034390209703937,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1294140456868052993,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1294302430721708032,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1294309807223078914,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1294310002262446081,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1294374673749364738,positive,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1294393266654318592,positive,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1294730300753403910,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1294800726905040896,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1294874379340451840,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1294905731225919490,positive,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1294920708875857921,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1295033843020435456,positive,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1295176762041626626,positive,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1295227617138835463,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1295343369363664896,positive,False,False,False,False,False,False,False,True,True,False,True,False,False,False
1295362860831444992,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1295376723790508034,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1295442007045705728,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1295524319464841216,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1295538773825073153,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1295664807102877696,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1295778663645011971,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1295799738697048064,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1295844253742952448,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1295877627501113345,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1295879982246432769,positive,False,False,False,False,False,False,False,True,True,True,False,False,False,False
1295937794200743936,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1296101838970855424,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1296166589541179393,positive,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1296237155094876166,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1296286770036903937,positive,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1296313864410341376,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1296411160661692418,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1296512679083831296,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1296552227516153858,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1296841211207196672,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1296928881052659730,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1296995475330076672,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1297143260528304128,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1297473219012833280,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1297480233671692289,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1297534090908971010,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1297561225556041730,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1297586880733749249,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1297599403117760513,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1297616049467084801,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1297668727564054528,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1297827623163265025,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1297909486632546304,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1298036899404107776,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1298176740943175680,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1298241172998180866,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1298313394127343616,positive,False,True,False,False,False,False,False,False,False,True,True,False,False,False
1298351438314209280,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1298496929853104128,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1311297541770805256,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1311314802472517633,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1311333080158830593,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1311335859422212096,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1311348482838536192,positive,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1311396156451282945,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1311475308529430528,positive,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1311682389140221952,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1311757396151328773,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1311765703247253505,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1311843746011656204,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1311997355709861889,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1311997388882620417,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1312042268937904128,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1312045156598677506,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1312327582755418112,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1312374033745424384,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1312409344932282369,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1312410991309840385,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1312431884455075840,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1312635460527763457,positive,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1312692644435369986,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1312739890128252929,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1312769625415979011,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1312848884545343488,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1312857478695129095,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1313040702167830530,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1313069181873528834,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1313117977282256897,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1313127447110520834,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1313132082554646529,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1313187463247081472,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1313233835002298369,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1313400201382486017,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1313420806802862082,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1313451393685114880,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1313490005038374915,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1313500042783870977,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1313534350051495938,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1313617608458022912,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1313651883475529728,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1313736182237282304,positive,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1313783180688650241,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1313876907436449793,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1313881187191054338,positive,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1313958988933890057,positive,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1313972331082063872,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1314059914768048139,positive,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1314061030239203328,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1314138791779725313,positive,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1314219166522540033,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1314316430792327171,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1314398539062050816,positive,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1314527518544797697,positive,False,True,True,True,False,False,False,False,False,False,False,False,False,False
1314558492703891456,positive,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1314583342524911616,positive,False,False,False,False,False,False,False,True,True,True,False,False,False,False
1314585669067563008,positive,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1314594922796855301,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1314623716962103297,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1314640371956289542,positive,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1314650606636851207,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1314791793444126720,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1314878649124913153,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1314908035928686597,positive,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1314927077938913283,positive,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1314929522244874241,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1314937085137235968,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1314937230465605635,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1314937401257623558,positive,False,False,False,False,False,False,False,True,False,True,False,False,False,False
